"pgi"	"subject"	"case"	"id"	"trialNr.x"	"condition"	"likelihood.read"	"likelihood.share"	"dfc"	"subject.y"	"trialNr.y"	"case.x"	"condition.x"	"num.fix.total"	"mean.fixation.duration..s."	"mean.fixation.duration.in.AOI..s."	"mean.fixation.duration.not.in.AOI..s."	"num.dwells_01.source."	"num.dwells_02.intro."	"num.dwells_03.image."	"num.dwells_04.headline."	"num.dwells_05.reactions."	"num.dwells_06.count."	"num.dwells_07.comtop."	"num.dwells_08.combottom."	"mean.dwell.dur_01.source...s."	"mean.dwell.dur_02.intro...s."	"mean.dwell.dur_03.image...s."	"mean.dwell.dur_04.headline...s."	"mean.dwell.dur_05.reactions...s."	"mean.dwell.dur_06.count...s."	"mean.dwell.dur_07.comtop...s."	"mean.dwell.dur_08.combottom...s."	"total.dwell.dur_01.source...s."	"total.dwell.dur_02.intro...s."	"total.dwell.dur_03.image...s."	"total.dwell.dur_04.headline...s."	"total.dwell.dur_05.reactions...s."	"total.dwell.dur_06.count...s."	"total.dwell.dur_07.comtop...s."	"total.dwell.dur_08.combottom...s."	"total.dwell.dur.before.comment_01.source...s."	"total.dwell.dur.before.comment_02.intro...s."	"total.dwell.dur.before.comment_03.image...s."	"total.dwell.dur.before.comment_04.headline...s."	"total.dwell.dur.before.comment_05.reactions...s."	"total.dwell.dur.before.comment_06.count...s."	"total.dwell.dur.after.comment_01.source...s."	"total.dwell.dur.after.comment_02.intro...s."	"total.dwell.dur.after.comment_03.image...s."	"total.dwell.dur.after.comment_04.headline...s."	"total.dwell.dur.after.comment_05.reactions...s."	"total.dwell.dur.after.comment_06.count...s."	"first.fix.latency_01.source...s."	"first.fix.latency_02.intro...s."	"first.fix.latency_03.image...s."	"first.fix.latency_04.headline...s."	"first.fix.latency_05.reactions...s."	"first.fix.latency_06.count...s."	"first.fix.latency_07.comtop...s."	"first.fix.latency_08.combottom...s."	"mean.RMS..deg."	"mean.sqrt.BCEA...deg."	"data.loss..fraction."	"total.dwell.dur_09.com"	"total_dwell_comments"	"total_dwell_post_comments"	"total_dwell_post"	"total_dwell_post_before"	"total_dwell_post_after"	"case.y"	"condition.y"	"charCount1"	"wordCount1"	"charCount2"	"wordCount2"	"comments_char_count"	"comments_word_count"	"rel_dwell_com_cc"	"rel_dwell_com_wc"	"post_genre"	"post_po_binary"	"Timestamp"	"Fyll.i.ditt.födelseår"	"Kön"	"freq_facebook_use"	"freq_share_binary"	"comments_share"	"variable"	"post_genre_subject_interest"	"post_genre_binary"
"100-cu"	100	"124292684247609_1529460447064152"	"100|124292684247609_1529460447064152|disagree"	8	"disagree"	0.933	0.011	"124292684247609_1529460447064152|disagree"	100	8	"124292684247609_1529460447064152"	"disagree"	25	0.188	0.188	0	0	0	2	1	0	1	1	2	0	0	0.575	1.018	0	0.355	0.646	0.77	0	0	1.149	1.018	0	0.355	0.646	1.54	0	0	0.952	1.018	0	0	0	0	0.197	0	0	0.355	0	0	0.179	1.319	0	5.211	2.829	2.436	0.176	0.207	0	2.186	2.186	4.708	2.522	1.97	0.552	"124292684247609_1529460447064152"	"disagree"	37	7	38	6	75	13	29.1466666666667	168.153846153846	"cu"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"cu"	4	"0"
"100-cu"	100	"124292684247609_1635135699829959"	"100|124292684247609_1635135699829959|agree"	5	"agree"	0.267	0	"124292684247609_1635135699829959|agree"	100	5	"124292684247609_1635135699829959"	"agree"	33	0.205	0.207	0.153	0	2	5	3	1	1	1	1	0	0.402	0.367	0.464	0.115	0.487	1.508	0.472	0	0.803	1.836	1.391	0.115	0.487	1.508	0.472	0	0.803	0.74	0.571	0.115	0.487	0	0	1.096	0.82	0	0	0	0.394	0.212	1.467	1.696	2.232	3.376	5.191	0.052	0.151	0	1.98	1.98	6.612	4.632	2.716	1.916	"124292684247609_1635135699829959"	"agree"	51	13	23	7	74	20	26.7567567567568	99	"cu"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"cu"	4	"0"
"100-cu"	100	"124292684247609_1846952198648307"	"100|124292684247609_1846952198648307|disagree"	2	"disagree"	0.033	0.022	"124292684247609_1846952198648307|disagree"	100	2	"124292684247609_1846952198648307"	"disagree"	63	0.21	0.211	0.216	1	2	5	2	2	2	2	1	0.942	0.16	0.461	0.825	0.482	0.185	1.194	2.869	0.942	0.32	2.304	1.649	0.963	0.37	2.387	2.869	0.942	0.165	0.712	1.184	0.143	0	0	0.155	0.525	0.465	0.82	0.37	0.536	0.359	0.172	3.657	3.504	12.49	5.345	9.304	0.066	0.183	0.001	5.256	5.256	11.804	6.548	3.146	2.335	"124292684247609_1846952198648307"	"disagree"	160	42	115	27	275	69	19.1127272727273	76.1739130434783	"cu"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"cu"	4	"0"
"100-cu"	100	"124292684247609_1707733802570148"	"100|124292684247609_1707733802570148|agree"	3	"agree"	10	7.5	"124292684247609_1707733802570148|agree"	100	3	"124292684247609_1707733802570148"	"agree"	70	0.207	0.207	0.193	2	2	4	3	2	1	4	3	0.338	0.759	0.211	0.565	0.163	0.292	1.016	1.346	0.675	1.519	0.846	1.696	0.327	0.292	4.064	4.037	0.383	1.519	0.445	1.087	0.152	0	0.292	0	0.401	0.609	0.175	0.292	1.63	0.356	0.195	2.698	2.538	14.905	4.41	6.29	0.111	0.225	0.015	8.101	8.101	13.456	5.355	3.586	1.769	"124292684247609_1707733802570148"	"agree"	111	25	147	33	258	58	31.3992248062015	139.672413793103	"cu"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"cu"	4	"0"
"100-ec"	100	"124292684247609_1770258722984322"	"100|124292684247609_1770258722984322|disagree"	6	"disagree"	4.756	1.322	"124292684247609_1770258722984322|disagree"	100	6	"124292684247609_1770258722984322"	"disagree"	50	0.21	0.21	0	0	3	2	2	1	0	1	1	0	0.256	0.512	1.162	0.202	0	0.424	5.763	0	0.768	1.023	2.324	0.202	0	0.424	5.763	0	0.348	1.023	2.141	0	0	0	0.42	0	0.183	0.202	0	0	0.162	0.352	1.746	11.676	0	4.271	4.716	0.091	0.144	0	6.187	6.187	10.504	4.317	3.512	0.805	"124292684247609_1770258722984322"	"disagree"	9	1	162	36	171	37	36.1812865497076	167.216216216216	"ec"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"ec"	2	"1"
"100-ec"	100	"124292684247609_1618187394858123"	"100|124292684247609_1618187394858123|agree"	19	"agree"	5.378	1.789	"124292684247609_1618187394858123|agree"	100	19	"124292684247609_1618187394858123"	"agree"	84	0.213	0.213	0	0	3	6	3	1	0	3	2	0	1	0.294	0.727	0.303	0	1.885	2.481	0	3	1.765	2.181	0.303	0	5.656	4.962	0	1.944	0.887	1.243	0.303	0	0	1.056	0.878	0.938	0	0	0	0.155	1.857	2.792	4.917	0	5.24	10.781	0.055	0.122	0.001	10.618	10.618	17.867	7.249	4.377	2.872	"124292684247609_1618187394858123"	"agree"	133	32	124	23	257	55	41.3151750972763	193.054545454545	"ec"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"ec"	2	"1"
"100-ec"	100	"124292684247609_1646987058644823"	"100|124292684247609_1646987058644823|agree"	14	"agree"	5.244	2.8	"124292684247609_1646987058644823|agree"	100	14	"124292684247609_1646987058644823"	"agree"	72	0.226	0.226	0.206	0	1	4	2	0	1	2	1	0	1.595	0.45	0.975	0	0.253	2.551	5.131	0	1.595	1.799	1.949	0	0.253	5.101	5.131	0	1.595	0.811	0.988	0	0	0	0	0.988	0.961	0	0.253	0	0.16	2.048	2.223	0	17.61	4.245	9.603	0.064	0.157	0.006	10.232	10.232	15.828	5.596	3.394	2.202	"124292684247609_1646987058644823"	"agree"	137	28	154	32	291	60	35.1615120274914	170.533333333333	"ec"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"ec"	2	"1"
"100-ec"	100	"124292684247609_1658676644142531"	"100|124292684247609_1658676644142531|disagree"	11	"disagree"	7	2.422	"124292684247609_1658676644142531|disagree"	100	11	"124292684247609_1658676644142531"	"disagree"	71	0.23	0.23	0	0	2	4	4	0	0	2	1	0	0.885	0.341	0.451	0	0	4.08	3.254	0	1.77	1.363	1.804	0	0	8.16	3.254	0	1.256	0.872	0.425	0	0	0	0.514	0.491	1.379	0	0	0	0.34	0.156	2.49	0	0	2.963	11.794	0.055	0.124	0	11.414	11.414	16.351	4.937	2.553	2.384	"124292684247609_1658676644142531"	"disagree"	262	57	132	31	394	88	28.9695431472081	129.704545454545	"ec"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"ec"	2	"1"
"100-po"	100	"124292684247609_1521205261223004"	"100|124292684247609_1521205261223004|agree"	13	"agree"	6.456	2.522	"124292684247609_1521205261223004|agree"	100	13	"124292684247609_1521205261223004"	"agree"	73	0.221	0.219	0	0	2	3	3	0	0	2	2	0	1.727	0.459	0.637	0	0	2.354	2.046	0	3.454	1.377	1.911	0	0	4.708	4.091	0	1.999	0.323	0.692	0	0	0	1.455	1.054	1.219	0	0	0	0.156	3.313	3.679	0	0	4.466	7.217	0.051	0.139	0	8.799	8.799	15.541	6.742	3.014	3.728	"124292684247609_1521205261223004"	"agree"	87	20	72	19	159	39	55.3396226415094	225.615384615385	"po"	1	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"po"	4	"1"
"100-po"	100	"124292684247609_1587741834569346"	"100|124292684247609_1587741834569346|agree"	7	"agree"	8.4	6.278	"124292684247609_1587741834569346|agree"	100	7	"124292684247609_1587741834569346"	"agree"	99	0.213	0.216	0.207	1	3	3	2	0	0	3	2	0.155	1.738	0.445	1.136	0	0	0.943	4.028	0.155	5.215	1.336	2.272	0	0	2.83	8.056	0.155	3.178	0.409	1.109	0	0	0	2.037	0.927	1.163	0	0	0.255	0.435	6.614	5.379	0	0	7.215	9.042	0.103	0.179	0	10.886	10.886	19.864	8.978	4.851	4.127	"124292684247609_1587741834569346"	"agree"	71	15	228	49	299	64	36.4080267558528	170.09375	"po"	1	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"po"	4	"1"
"100-po"	100	"124292684247609_1806817052661822"	"100|124292684247609_1806817052661822|disagree"	4	"disagree"	5.7	2.4	"124292684247609_1806817052661822|disagree"	100	4	"124292684247609_1806817052661822"	"disagree"	61	0.211	0.214	0.169	0	2	2	3	2	1	1	1	0	1.214	0.355	0.645	0.299	0.516	3.373	2.624	0	2.427	0.71	1.936	0.598	0.516	3.373	2.624	0	1.672	0.482	1.434	0.128	0	0	0.755	0.228	0.502	0.47	0.516	0	0.192	4.547	2.863	2.722	13.387	5.082	8.797	0.099	0.242	0.008	5.997	5.997	12.184	6.187	3.716	2.471	"124292684247609_1806817052661822"	"disagree"	132	28	75	20	207	48	28.9710144927536	124.9375	"po"	1	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"po"	4	"1"
"100-po"	100	"124292684247609_1707740985902763"	"100|124292684247609_1707740985902763|disagree"	18	"disagree"	6.667	2.844	"124292684247609_1707740985902763|disagree"	100	18	"124292684247609_1707740985902763"	"disagree"	155	0.217	0.217	0.189	0	2	5	5	2	0	2	2	0	4.965	0.381	0.724	0.124	0	3.28	5.128	0	9.931	1.903	3.62	0.248	0	6.56	10.256	0	9.931	0.797	1.886	0.248	0	0	0	1.106	1.734	0	0	0	0.179	9.165	9.602	12.229	0	15.857	22.65	0.051	0.128	0.001	16.816	16.816	32.518	15.702	12.862	2.84	"124292684247609_1707740985902763"	"disagree"	212	40	349	72	561	112	29.9750445632799	150.142857142857	"po"	1	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"po"	4	"1"
"100-so"	100	"124292684247609_1760127997330728"	"100|124292684247609_1760127997330728|agree"	15	"agree"	8.467	5.689	"124292684247609_1760127997330728|agree"	100	15	"124292684247609_1760127997330728"	"agree"	66	0.212	0.212	0	1	4	4	5	1	1	1	2	0.257	1.364	0.355	0.463	0.235	0.502	2.131	0.839	0.257	5.457	1.421	2.315	0.235	0.502	2.131	1.678	0	4.974	0.608	1.107	0	0	0.257	0.483	0.813	1.208	0.235	0.502	15.932	0.162	1.537	4.312	12.668	13.287	7.83	10.315	0.044	0.118	0	3.809	3.809	13.996	10.187	6.689	3.498	"124292684247609_1760127997330728"	"agree"	90	22	32	7	122	29	31.2213114754098	131.344827586207	"so"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"so"	5	"0"
"100-so"	100	"124292684247609_1877491672261026"	"100|124292684247609_1877491672261026|disagree"	10	"disagree"	7.867	5.644	"124292684247609_1877491672261026|disagree"	100	10	"124292684247609_1877491672261026"	"disagree"	89	0.216	0.215	0.19	0	3	4	2	2	0	2	1	0	0.714	0.31	1.131	0.243	0	2.58	6.976	0	2.141	1.242	2.263	0.487	0	5.16	6.976	0	1.444	0.839	0.793	0.487	0	0	0.697	0.403	1.47	0	0	0	0.163	0.904	3.901	3.714	0	5.124	11.281	0.135	0.215	0.007	12.136	12.136	18.269	6.133	3.563	2.57	"124292684247609_1877491672261026"	"disagree"	158	35	183	39	341	74	35.5894428152493	164	"so"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"so"	5	"0"
"100-so"	100	"124292684247609_1616749178335278"	"100|124292684247609_1616749178335278|disagree"	16	"disagree"	5.411	1.456	"124292684247609_1616749178335278|disagree"	100	16	"124292684247609_1616749178335278"	"disagree"	94	0.24	0.242	0	1	1	3	3	3	0	2	2	0.217	0.37	0.284	0.454	0.264	0	0.889	8.44	0.217	0.37	0.852	1.363	0.792	0	1.778	16.881	0.217	0.37	0.475	0.591	0.492	0	0	0	0.377	0.772	0.3	0	0.574	0.163	0.831	1.511	1.346	0	2.533	3.494	0.061	0.128	0	18.659	18.659	22.253	3.594	2.145	1.449	"124292684247609_1616749178335278"	"disagree"	60	15	219	53	279	68	66.8781362007169	274.397058823529	"so"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"so"	5	"0"
"100-so"	100	"124292684247609_1847938621882998"	"100|124292684247609_1847938621882998|agree"	9	"agree"	1.967	0.222	"124292684247609_1847938621882998|agree"	100	9	"124292684247609_1847938621882998"	"agree"	60	0.222	0.222	0	0	2	3	3	1	1	3	3	0	1.35	0.386	0.835	0.272	0.438	0.7	1.38	0	2.701	1.158	2.505	0.272	0.438	2.1	4.14	0	2.701	0.274	0.561	0	0	0	0	0.884	1.944	0.272	0.438	0	0.16	2.604	3.605	12.313	11.033	4.225	5.46	0.11	0.189	0.001	6.24	6.24	13.314	7.074	3.536	3.538	"124292684247609_1847938621882998"	"agree"	47	10	75	18	122	28	51.1475409836066	222.857142857143	"so"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"so"	5	"0"
"100-sp"	100	"124292684247609_1551408811535982"	"100|124292684247609_1551408811535982|disagree"	17	"agree"	4.111	0.1	"124292684247609_1551408811535982|disagree"	100	17	"124292684247609_1551408811535982"	"disagree"	65	0.215	0.213	0.241	1	2	3	2	1	0	2	1	0.793	1.595	0.272	1.501	0.551	0	1.002	2.398	0.793	3.19	0.817	3.002	0.551	0	2.003	2.398	0	2.589	0.555	1.413	0.551	0	0.793	0.601	0	1.589	0	0	10.781	0.301	0.161	3.831	5.358	0	6.141	8.188	0.039	0.11	0	4.401	4.401	12.754	8.353	5.108	2.983	"124292684247609_1551408811535982"	"disagree"	77	14	57	12	134	26	32.8432835820896	169.269230769231	"sp"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"sp"	1	"0"
"100-sp"	100	"124292684247609_1696704947006367"	"100|124292684247609_1696704947006367|agree"	21	"agree"	8.633	5.389	"124292684247609_1696704947006367|agree"	100	21	"124292684247609_1696704947006367"	"agree"	114	0.224	0.224	0	0	2	4	5	0	0	4	3	0	2.108	1.036	0.626	0	0	2.29	1.536	0	4.216	4.145	3.128	0	0	9.159	4.609	0	4.216	3.442	1.844	0	0	0	0	0.703	1.284	0	0	0	0.151	4.153	3.099	0	0	10.793	19.737	0.086	0.153	0.009	13.768	13.768	25.257	11.489	9.502	1.987	"124292684247609_1696704947006367"	"agree"	303	70	97	24	400	94	34.42	146.468085106383	"sp"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"sp"	1	"0"
"100-sp"	100	"124292684247609_1870482682961925"	"100|124292684247609_1870482682961925|agree"	12	"agree"	0	0	"124292684247609_1870482682961925|agree"	100	12	"124292684247609_1870482682961925"	"agree"	52	0.208	0.206	0.16	0	2	3	3	0	0	1	2	0	1.142	0.277	1.05	0	0	1.018	1.401	0	2.284	0.83	3.149	0	0	1.018	2.802	0	2.284	0.133	1.511	0	0	0	0	0.697	1.638	0	0	0	0.155	2.39	3.162	0	0	5.212	5.03	0.072	0.152	0	3.82	3.82	10.083	6.263	3.928	2.335	"124292684247609_1870482682961925"	"agree"	48	12	101	23	149	35	25.6375838926175	109.142857142857	"sp"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"sp"	1	"0"
"100-sp"	100	"124292684247609_1768089829867878"	"100|124292684247609_1768089829867878|disagree"	20	"disagree"	7.622	5.533	"124292684247609_1768089829867878|disagree"	100	20	"124292684247609_1768089829867878"	"disagree"	45	0.242	0.247	0.138	1	3	3	1	1	1	3	3	0.227	0.385	0.854	1.392	0.218	0.28	0.535	0.976	0.227	1.156	2.562	1.392	0.218	0.28	1.605	2.927	0	0.385	2.314	1.392	0.218	0	0.227	0.771	0.248	0	0	0.28	12.487	0.332	0.16	0.742	5.02	11.532	5.265	6.325	0.124	0.165	0	4.532	4.532	10.367	5.835	4.309	1.526	"124292684247609_1768089829867878"	"disagree"	29	6	47	10	76	16	59.6315789473684	283.25	"sp"	0	"10/15/2018 15:15:16"	1997	"Kvinna"	3	1	4	"sp"	1	"0"
"101-cu"	101	"124292684247609_1635135699829959"	"101|124292684247609_1635135699829959|agree"	3	"agree"	0	0	"124292684247609_1635135699829959|agree"	101	3	"124292684247609_1635135699829959"	"agree"	46	0.297	0.305	0.183	0	0	4	2	1	0	3	3	0	0	1.339	0.759	0.222	0	1.033	0.97	0	0	5.356	1.519	0.222	0	3.098	2.91	0	0	4.725	1.342	0.222	0	0	0	0.631	0.177	0	0	0	0	0.424	5.052	6.92	0	7.364	10.214	0.101	0.167	0.004	6.008	6.008	13.105	7.097	6.289	0.808	"124292684247609_1635135699829959"	"agree"	51	13	23	7	74	20	81.1891891891892	300.4	"cu"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"cu"	2	"0"
"101-cu"	101	"124292684247609_1846952198648307"	"101|124292684247609_1846952198648307|disagree"	21	"disagree"	5.3	0	"124292684247609_1846952198648307|disagree"	101	21	"124292684247609_1846952198648307"	"disagree"	25	0.261	0.264	0	0	2	4	1	0	0	1	0	0	0.442	0.892	1.464	0	0	0.422	0	0	0.884	3.567	1.464	0	0	0.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636	0.261	3.355	0	0	6.643	0	0.08	0.152	0	0.422	0.422	6.337	5.915	0	0	"124292684247609_1846952198648307"	"disagree"	160	42	115	27	275	69	1.53454545454545	6.11594202898551	"cu"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"cu"	2	"0"
"101-cu"	101	"124292684247609_1529460447064152"	"101|124292684247609_1529460447064152|agree"	5	"agree"	3.533	0	"124292684247609_1529460447064152|agree"	101	5	"124292684247609_1529460447064152"	"agree"	30	0.287	0.287	0	0	0	2	2	0	0	1	1	0	0	1.127	0.686	0	0	3.318	1.672	0	0	2.253	1.373	0	0	3.318	1.672	0	0	2.253	1.373	0	0	0	0	0	0	0	0	0	0	0.222	2.391	0	0	4.132	7.645	0.134	0.217	0	4.99	4.99	8.616	3.626	3.626	0	"124292684247609_1529460447064152"	"agree"	43	12	38	7	81	19	61.6049382716049	262.631578947368	"cu"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"cu"	2	"0"
"101-cu"	101	"124292684247609_1707733802570148"	"101|124292684247609_1707733802570148|disagree"	7	"disagree"	6.711	0	"124292684247609_1707733802570148|disagree"	101	7	"124292684247609_1707733802570148"	"disagree"	64	0.301	0.301	0	0	2	4	3	0	0	1	1	0	0.531	1.239	0.739	0	0	5.825	5.182	0	1.062	4.956	2.216	0	0	5.825	5.182	0	0.66	4.956	2.216	0	0	0	0.402	0	0	0	0	0	7.976	0.227	3.859	0	0	8.819	15.142	0.111	0.2	0.001	11.007	11.007	19.241	8.234	7.832	0.402	"124292684247609_1707733802570148"	"disagree"	159	34	132	28	291	62	37.8247422680412	177.532258064516	"cu"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"cu"	2	"0"
"101-ec"	101	"124292684247609_1618187394858123"	"101|124292684247609_1618187394858123|disagree"	12	"disagree"	5.767	0	"124292684247609_1618187394858123|disagree"	101	12	"124292684247609_1618187394858123"	"disagree"	54	0.27	0.272	0.207	0	2	4	3	0	0	2	3	0	0.858	0.225	1.409	0	0	1.97	1.127	0	1.716	0.901	4.228	0	0	3.939	3.382	0	1.716	0.901	3.963	0	0	0	0	0	0.265	0	0	0	0.418	0.165	2.803	0	0	7.568	11.618	0.087	0.158	0.001	7.321	7.321	14.166	6.845	6.58	0.265	"124292684247609_1618187394858123"	"disagree"	58	15	149	34	207	49	35.3671497584541	149.408163265306	"ec"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"ec"	4	"1"
"101-ec"	101	"124292684247609_1646987058644823"	"101|124292684247609_1646987058644823|agree"	17	"agree"	3.533	0	"124292684247609_1646987058644823|agree"	101	17	"124292684247609_1646987058644823"	"agree"	91	0.299	0.3	0.18	0	4	9	2	0	0	1	2	0	0.57	0.363	1.321	0	0	8.093	5.351	0	2.281	3.27	2.642	0	0	8.093	10.701	0	2.281	2.532	2.642	0	0	0	0	0.738	0	0	0	0	0.65	0.162	4.568	0	0	8.558	17.35	0.155	0.251	0.003	18.794	18.794	26.987	8.193	7.455	0.738	"124292684247609_1646987058644823"	"agree"	137	28	154	32	291	60	64.5841924398625	313.233333333333	"ec"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"ec"	4	"1"
"101-ec"	101	"124292684247609_1770258722984322"	"101|124292684247609_1770258722984322|agree"	15	"agree"	6.222	0	"124292684247609_1770258722984322|agree"	101	15	"124292684247609_1770258722984322"	"agree"	42	0.265	0.265	0	0	0	1	2	1	0	1	2	0	0	3.159	1.542	0.135	0	1.983	1.391	0	0	3.159	3.083	0.135	0	1.983	2.781	0	0	3.159	2.883	0	0	0	0	0	0.2	0.135	0	0	0	0.165	3.573	11.686	0	6.818	8.908	0.276	0.372	0.007	4.764	4.764	11.141	6.377	6.042	0.335	"124292684247609_1770258722984322"	"agree"	35	10	87	21	122	31	39.0491803278689	153.677419354839	"ec"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"ec"	4	"1"
"101-ec"	101	"124292684247609_1658676644142531"	"101|124292684247609_1658676644142531|disagree"	10	"disagree"	7.111	0	"124292684247609_1658676644142531|disagree"	101	10	"124292684247609_1658676644142531"	"disagree"	25	0.291	0.291	0	0	1	2	1	0	0	1	0	0	2.98	1.169	1.667	0	0	0.285	0	0	2.98	2.338	1.667	0	0	0.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403	0.17	5.793	0	0	7.615	0	0.073	0.138	0	0.285	0.285	7.27	6.985	0	0	"124292684247609_1658676644142531"	"disagree"	262	57	132	31	394	88	0.723350253807107	3.23863636363636	"ec"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"ec"	4	"1"
"101-po"	101	"124292684247609_1707740985902763"	"101|124292684247609_1707740985902763|disagree"	2	"disagree"	5	0	"124292684247609_1707740985902763|disagree"	101	2	"124292684247609_1707740985902763"	"disagree"	89	0.302	0.305	0.14	0	2	3	2	2	0	1	0	0	9.564	0.957	1.384	0.213	0	1.369	0	0	19.127	2.871	2.768	0.427	0	1.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433	0.178	9.287	29.562	0	29.79	0	0.098	0.18	0.002	1.369	1.369	26.562	25.193	0	0	"124292684247609_1707740985902763"	"disagree"	212	40	349	72	561	112	2.44028520499109	12.2232142857143	"po"	1	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"po"	4	"1"
"101-po"	101	"124292684247609_1806817052661822"	"101|124292684247609_1806817052661822|agree"	19	"agree"	5.433	0.011	"124292684247609_1806817052661822|agree"	101	19	"124292684247609_1806817052661822"	"agree"	30	0.24	0.24	0	0	3	4	2	1	0	0	0	0	0.935	0.308	1.534	0.097	0	0	0	0	2.805	1.233	3.068	0.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511	0.176	4.519	5.149	0	0	0	0.079	0.174	0.031	0	0	7.203	7.203	0	0	"124292684247609_1806817052661822"	"agree"	88	23	45	10	133	33	0	0	"po"	1	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"po"	4	"1"
"101-po"	101	"124292684247609_1521205261223004"	"101|124292684247609_1521205261223004|disagree"	6	"disagree"	5.556	0	"124292684247609_1521205261223004|disagree"	101	6	"124292684247609_1521205261223004"	"disagree"	40	0.291	0.296	0	0	3	4	2	0	0	1	1	0	1.365	0.501	0.593	0	0	2.251	2.016	0	4.094	2.004	1.186	0	0	2.251	2.016	0	3.327	1.669	0.759	0	0	0	0.767	0.335	0.427	0	0	0	0.44	0.215	5.526	0	0	6.325	8.701	0.179	0.278	0	4.267	4.267	11.551	7.284	5.755	1.529	"124292684247609_1521205261223004"	"disagree"	202	37	238	48	440	85	9.69772727272727	50.2	"po"	1	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"po"	4	"1"
"101-po"	101	"124292684247609_1587741834569346"	"101|124292684247609_1587741834569346|agree"	14	"agree"	5.722	0	"124292684247609_1587741834569346|agree"	101	14	"124292684247609_1587741834569346"	"agree"	85	0.256	0.256	0	0	2	2	1	0	0	2	2	0	3.436	0.646	1.951	0	0	2.027	3.783	0	6.871	1.293	1.951	0	0	4.055	7.567	0	6.871	1.293	1.951	0	0	0	0	0	0	0	0	0	0.241	4.373	9.251	0	0	11.333	13.928	0.122	0.191	0.004	11.622	11.622	21.737	10.115	10.115	0	"124292684247609_1587741834569346"	"agree"	71	15	228	49	299	64	38.8695652173913	181.59375	"po"	1	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"po"	4	"1"
"101-so"	101	"124292684247609_1760127997330728"	"101|124292684247609_1760127997330728|disagree"	4	"disagree"	6.322	0	"124292684247609_1760127997330728|disagree"	101	4	"124292684247609_1760127997330728"	"disagree"	139	0.286	0.287	0.177	0	4	7	4	2	0	3	1	0	1.82	0.291	0.562	0.231	0	6.545	7.896	0	7.28	2.039	2.249	0.463	0	19.636	7.896	0	2.86	1.379	2.069	0.25	0	0	0	0.182	0	0	0	0	0.891	0.168	4.193	5.029	0	7.378	26.789	0.134	0.211	0	27.532	27.532	39.563	12.031	6.558	0.182	"124292684247609_1760127997330728"	"disagree"	190	48	109	27	299	75	92.0802675585284	367.093333333333	"so"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"so"	5	"0"
