"pgi"	"subject"	"case"	"id"	"trialNr.x"	"condition"	"likelihood.read"	"likelihood.share"	"dfc"	"subject.y"	"trialNr.y"	"case.x"	"condition.x"	"num.fix.total"	"mean.fixation.duration..s."	"mean.fixation.duration.in.AOI..s."	"mean.fixation.duration.not.in.AOI..s."	"num.dwells_01.source."	"num.dwells_02.intro."	"num.dwells_03.image."	"num.dwells_04.headline."	"num.dwells_05.reactions."	"num.dwells_06.count."	"num.dwells_07.comtop."	"num.dwells_08.combottom."	"mean.dwell.dur_01.source...s."	"mean.dwell.dur_02.intro...s."	"mean.dwell.dur_03.image...s."	"mean.dwell.dur_04.headline...s."	"mean.dwell.dur_05.reactions...s."	"mean.dwell.dur_06.count...s."	"mean.dwell.dur_07.comtop...s."	"mean.dwell.dur_08.combottom...s."	"total.dwell.dur_01.source...s."	"total.dwell.dur_02.intro...s."	"total.dwell.dur_03.image...s."	"total.dwell.dur_04.headline...s."	"total.dwell.dur_05.reactions...s."	"total.dwell.dur_06.count...s."	"total.dwell.dur_07.comtop...s."	"total.dwell.dur_08.combottom...s."	"total.dwell.dur.before.comment_01.source...s."	"total.dwell.dur.before.comment_02.intro...s."	"total.dwell.dur.before.comment_03.image...s."	"total.dwell.dur.before.comment_04.headline...s."	"total.dwell.dur.before.comment_05.reactions...s."	"total.dwell.dur.before.comment_06.count...s."	"total.dwell.dur.after.comment_01.source...s."	"total.dwell.dur.after.comment_02.intro...s."	"total.dwell.dur.after.comment_03.image...s."	"total.dwell.dur.after.comment_04.headline...s."	"total.dwell.dur.after.comment_05.reactions...s."	"total.dwell.dur.after.comment_06.count...s."	"first.fix.latency_01.source...s."	"first.fix.latency_02.intro...s."	"first.fix.latency_03.image...s."	"first.fix.latency_04.headline...s."	"first.fix.latency_05.reactions...s."	"first.fix.latency_06.count...s."	"first.fix.latency_07.comtop...s."	"first.fix.latency_08.combottom...s."	"mean.RMS..deg."	"mean.sqrt.BCEA...deg."	"data.loss..fraction."	"total.dwell.dur_09.com"	"total_dwell_comments"	"total_dwell_post_comments"	"total_dwell_post"	"total_dwell_post_before"	"total_dwell_post_after"	"case.y"	"condition.y"	"charCount1"	"wordCount1"	"charCount2"	"wordCount2"	"comments_char_count"	"comments_word_count"	"rel_dwell_com_cc"	"rel_dwell_com_wc"	"post_genre"	"post_po_binary"	"Timestamp"	"Fyll.i.ditt.födelseår"	"Kön"	"freq_facebook_use"	"freq_share_binary"	"comments_share"	"variable"	"post_genre_subject_interest"	"post_genre_binary"
"30-ec"	30	"124292684247609_1618187394858123"	"30|124292684247609_1618187394858123|agree"	11	"agree"	0	0	"124292684247609_1618187394858123|agree"	30	11	"124292684247609_1618187394858123"	"agree"	141	0.223	0.22	0.253	1	4	8	5	3	0	4	3	0.182	1.258	0.309	1.264	0.157	0	2.257	1.567	0.182	5.033	2.471	6.32	0.471	0	9.027	4.702	0	4.825	1.865	4.396	0.092	0	0.182	0.208	0.606	1.781	0.212	0	30.532	0.344	0.134	4.599	12.532	0	14.381	21.217	0.082	0.172	0	13.729	13.729	28.206	14.477	11.178	2.989	"124292684247609_1618187394858123"	"agree"	133	32	124	23	257	55	53.420233463035	249.618181818182	"ec"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"ec"	5	"1"
"30-ec"	30	"124292684247609_1646987058644823"	"30|124292684247609_1646987058644823|disagree"	19	"disagree"	0.156	0	"124292684247609_1646987058644823|disagree"	30	19	"124292684247609_1646987058644823"	"disagree"	146	0.224	0.224	0.237	2	4	4	1	0	0	5	4	0.21	2.14	0.269	3.637	0	0	2.551	1.276	0.419	8.56	1.074	3.637	0	0	12.757	5.105	0.147	8.56	0.79	3.637	0	0	0.272	0	0.284	0	0	0	6.533	0.255	0.151	7.053	0	0	14.84	26.74	0.076	0.155	0	17.862	17.862	31.552	13.69	13.134	0.556	"124292684247609_1646987058644823"	"disagree"	204	43	121	31	325	74	54.96	241.378378378378	"ec"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"ec"	5	"1"
"30-ec"	30	"124292684247609_1770258722984322"	"30|124292684247609_1770258722984322|disagree"	16	"disagree"	0.511	0.011	"124292684247609_1770258722984322|disagree"	30	16	"124292684247609_1770258722984322"	"disagree"	98	0.252	0.25	0.284	1	2	3	1	0	0	3	3	0.44	3.951	0.847	4.983	0	0	0.963	1.588	0.44	7.902	2.541	4.983	0	0	2.888	4.764	0	7.902	1.639	4.983	0	0	0.44	0	0.902	0	0	0	26.104	0.282	0.154	10.686	0	0	16.851	19.369	0.079	0.195	0	7.652	7.652	23.518	15.866	14.524	1.342	"124292684247609_1770258722984322"	"disagree"	9	1	162	36	171	37	44.7485380116959	206.810810810811	"ec"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"ec"	5	"1"
"30-ec"	30	"124292684247609_1658676644142531"	"30|124292684247609_1658676644142531|agree"	9	"agree"	8.744	0	"124292684247609_1658676644142531|agree"	30	9	"124292684247609_1658676644142531"	"agree"	81	0.224	0.224	0.224	0	3	6	2	0	0	3	3	0	1.554	0.283	1.327	0	0	0.905	1.103	0	4.663	1.699	2.654	0	0	2.714	3.31	0	3.768	0.663	2.102	0	0	0	0.895	1.036	0.552	0	0	0	0.331	0.186	4.916	0	0	10.454	13.076	0.084	0.189	0	6.024	6.024	15.04	9.016	6.533	2.483	"124292684247609_1658676644142531"	"agree"	69	14	126	28	195	42	30.8923076923077	143.428571428571	"ec"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"ec"	5	"1"
"30-po"	30	"124292684247609_1707740985902763"	"30|124292684247609_1707740985902763|disagree"	12	"disagree"	8.844	0.078	"124292684247609_1707740985902763|disagree"	30	12	"124292684247609_1707740985902763"	"disagree"	198	0.235	0.232	0.274	0	5	6	1	1	0	6	6	0	2.463	0.419	2.25	0.152	0	1.468	2.723	0	12.313	2.513	2.25	0.152	0	8.81	16.34	0	11.963	1.802	2.25	0.152	0	0	0.35	0.711	0	0	0	0	0.318	4.328	14.448	18.533	0	20.495	28.717	0.082	0.174	0	25.15	25.15	42.378	17.228	16.167	1.061	"124292684247609_1707740985902763"	"disagree"	212	40	349	72	561	112	44.8306595365419	224.553571428571	"po"	1	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"po"	5	"1"
"30-po"	30	"124292684247609_1806817052661822"	"30|124292684247609_1806817052661822|agree"	17	"agree"	7.167	0	"124292684247609_1806817052661822|agree"	30	17	"124292684247609_1806817052661822"	"agree"	92	0.237	0.243	0.21	1	2	5	3	0	0	3	1	0.205	2.863	0.363	1.586	0	0	1.665	0.505	0.205	5.726	1.813	4.758	0	0	4.996	0.505	0	5.294	0.37	3.497	0	0	0.205	0.432	1.443	1.261	0	0	21.582	0.446	0.351	6.457	0	0	12.372	16.887	0.069	0.16	0	5.501	5.501	18.003	12.502	9.161	3.341	"124292684247609_1806817052661822"	"agree"	88	23	45	10	133	33	41.3609022556391	166.69696969697	"po"	1	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"po"	5	"1"
"30-po"	30	"124292684247609_1587741834569346"	"30|124292684247609_1587741834569346|disagree"	4	"disagree"	9.922	0	"124292684247609_1587741834569346|disagree"	30	4	"124292684247609_1587741834569346"	"disagree"	223	0.233	0.235	0.194	1	4	9	6	2	0	4	2	0.205	2.516	0.546	1.259	0.166	0	2.596	8.203	0.205	10.064	4.915	7.555	0.332	0	10.382	16.406	0.205	7.25	3.176	5.09	0.087	0	0	2.814	1.739	2.465	0.245	0	0.525	0.457	0.163	8.738	15.255	0	18.937	29.448	0	0.16	0.004	26.788	26.788	49.859	23.071	15.808	7.263	"124292684247609_1587741834569346"	"disagree"	179	43	297	64	476	107	56.2773109243697	250.355140186916	"po"	1	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"po"	5	"1"
"30-po"	30	"124292684247609_1521205261223004"	"30|124292684247609_1521205261223004|agree"	8	"agree"	7.944	0	"124292684247609_1521205261223004|agree"	30	8	"124292684247609_1521205261223004"	"agree"	146	0.241	0.242	0.236	0	4	6	2	1	0	4	3	0	2.594	0.338	2.105	0.232	0	2.071	0.655	0	10.374	2.028	4.21	0.232	0	8.284	1.965	0	9.111	1.347	3.449	0	0	0	1.263	0.681	0.761	0.232	0	0	0.467	0.163	9.725	31.014	0	19.177	26.403	0.072	0.165	0	10.249	10.249	27.093	16.844	13.907	2.937	"124292684247609_1521205261223004"	"agree"	87	20	72	19	159	39	64.4591194968554	262.794871794872	"po"	1	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"po"	5	"1"
"30-so"	30	"124292684247609_1877491672261026"	"30|124292684247609_1877491672261026|disagree"	5	"disagree"	10	0	"124292684247609_1877491672261026|disagree"	30	5	"124292684247609_1877491672261026"	"disagree"	141	0.237	0.239	0.224	1	1	3	1	0	0	6	5	0.15	4.058	1.328	5.889	0	0	1.277	1.622	0.15	4.058	3.985	5.889	0	0	7.661	8.111	0.15	4.058	3.237	5.889	0	0	0	0	0.748	0	0	0	0.267	0.425	0.147	8.84	0	0	17.23	24.147	0.084	0.169	0	15.772	15.772	29.854	14.082	13.334	0.748	"124292684247609_1877491672261026"	"disagree"	158	35	183	39	341	74	46.2521994134897	213.135135135135	"so"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"so"	5	"0"
"30-so"	30	"124292684247609_1847938621882998"	"30|124292684247609_1847938621882998|agree"	13	"agree"	0	0.022	"124292684247609_1847938621882998|agree"	30	13	"124292684247609_1847938621882998"	"agree"	82	0.204	0.205	0.189	0	3	3	2	1	0	1	1	0	2.535	0.143	1.407	0.092	0	2.158	1.896	0	7.605	0.43	2.814	0.092	0	2.158	1.896	0	6.907	0.222	2.051	0.092	0	0	0.698	0.208	0.763	0	0	0	0.348	0.167	7.87	10.063	0	12.108	14.483	0.112	0.195	0.011	4.054	4.054	14.995	10.941	9.272	1.669	"124292684247609_1847938621882998"	"agree"	47	10	75	18	122	28	33.2295081967213	144.785714285714	"so"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"so"	5	"0"
"30-so"	30	"124292684247609_1760127997330728"	"30|124292684247609_1760127997330728|disagree"	2	"disagree"	7.578	0	"124292684247609_1760127997330728|disagree"	30	2	"124292684247609_1760127997330728"	"disagree"	161	0.241	0.242	0.235	3	5	9	3	1	1	3	2	0.193	1.464	0.376	3.166	0.425	0.382	4.552	0.512	0.578	7.319	3.384	9.499	0.425	0.382	13.657	1.023	0.16	6.57	2.441	9.166	0	0	0.418	0.749	0.943	0.333	0.425	0.382	16.139	0.6	0.16	5.052	36.377	37.29	19.654	32.315	0.067	0.149	0	14.68	14.68	36.267	21.587	18.337	3.25	"124292684247609_1760127997330728"	"disagree"	190	48	109	27	299	75	49.0969899665552	195.733333333333	"so"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"so"	5	"0"
"30-so"	30	"124292684247609_1616749178335278"	"30|124292684247609_1616749178335278|agree"	6	"agree"	1.122	0	"124292684247609_1616749178335278|agree"	30	6	"124292684247609_1616749178335278"	"agree"	151	0.219	0.222	0.172	4	5	6	3	0	1	5	4	0.263	0.6	0.305	1.695	0	0.22	2.246	2.317	1.052	3.002	1.832	5.085	0	0.22	11.228	9.268	0.442	2.86	1.462	4.295	0	0	0.61	0.142	0.37	0.79	0	0.22	3.146	0.312	0.174	3.743	0	34.859	10.746	16.154	0.101	0.225	0.006	20.496	20.496	31.687	11.191	9.059	2.132	"124292684247609_1616749178335278"	"agree"	191	42	214	39	405	81	50.6074074074074	253.037037037037	"so"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"so"	5	"0"
"30-sp"	30	"124292684247609_1696704947006367"	"30|124292684247609_1696704947006367|agree"	14	"agree"	5.578	0	"124292684247609_1696704947006367|agree"	30	14	"124292684247609_1696704947006367"	"agree"	139	0.228	0.227	0.24	0	3	6	2	0	0	2	2	0	1.859	1.146	1.788	0	0	6.105	0.659	0	5.578	6.874	3.576	0	0	12.209	1.318	0	4.955	2.48	1.806	0	0	0	0.623	4.394	1.77	0	0	0	0.387	0.155	7.317	0	0	10.52	25.118	0.098	0.196	0.007	13.527	13.527	29.555	16.028	9.241	6.787	"124292684247609_1696704947006367"	"agree"	303	70	97	24	400	94	33.8175	143.904255319149	"sp"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"sp"	5	"0"
"30-sp"	30	"124292684247609_1768089829867878"	"30|124292684247609_1768089829867878|disagree"	7	"disagree"	3.189	0	"124292684247609_1768089829867878|disagree"	30	7	"124292684247609_1768089829867878"	"disagree"	80	0.224	0.229	0.194	2	3	6	3	1	0	3	2	0.268	0.297	0.532	2.152	0.28	0	1.168	0.351	0.537	0.891	3.19	6.457	0.28	0	3.503	0.702	0.325	0.61	1.661	4.55	0.28	0	0.212	0.281	1.529	1.907	0	0	7.408	5.422	0.173	0.47	7.773	0	9.443	11.275	0.07	0.158	0	4.205	4.205	15.56	11.355	7.426	3.929	"124292684247609_1768089829867878"	"disagree"	29	6	47	10	76	16	55.3289473684211	262.8125	"sp"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"sp"	5	"0"
"30-sp"	30	"124292684247609_1870482682961925"	"30|124292684247609_1870482682961925|disagree"	15	"disagree"	0.011	0	"124292684247609_1870482682961925|disagree"	30	15	"124292684247609_1870482682961925"	"disagree"	81	0.227	0.23	0.219	0	2	4	3	1	0	5	4	0	1.933	0.433	1.488	0.177	0	0.609	0.186	0	3.867	1.733	4.464	0.177	0	3.047	0.746	0	3.867	0.828	3.967	0	0	0	0	0.905	0.497	0.177	0	0	0.273	0.159	4.431	15.196	0	10.718	11.701	0.113	0.232	0.012	3.793	3.793	14.034	10.241	8.662	1.579	"124292684247609_1870482682961925"	"disagree"	41	9	36	10	77	19	49.2597402597403	199.631578947368	"sp"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"sp"	5	"0"
"30-sp"	30	"124292684247609_1551408811535982"	"30|124292684247609_1551408811535982|agree"	3	"agree"	7.978	0	"124292684247609_1551408811535982|agree"	30	3	"124292684247609_1551408811535982"	"agree"	138	0.234	0.239	0.175	2	4	7	5	0	0	2	2	0.354	2.754	0.574	1.847	0	0	1.52	1.061	0.707	11.018	4.019	9.234	0	0	3.04	2.122	0	6.82	1.026	6.621	0	0	0.707	4.198	2.993	2.613	0	0	24.394	0.514	0.163	8.589	0	0	17.524	20.441	0.065	0.144	0	5.162	5.162	30.14	24.978	14.467	10.511	"124292684247609_1551408811535982"	"agree"	47	10	61	12	108	22	47.7962962962963	234.636363636364	"sp"	0	"4/23/2019 11:05:09"	1992	"Man"	5	1	1	"sp"	5	"0"
"31-cu"	31	"124292684247609_1846952198648307"	"31|124292684247609_1846952198648307|disagree"	12	"disagree"	0	0	"124292684247609_1846952198648307|disagree"	31	12	"124292684247609_1846952198648307"	"disagree"	122	0.253	0.254	0.249	1	5	7	3	0	1	1	0	0.31	1.673	1.412	0.589	0	0.463	4.33	0	0.31	8.363	9.881	1.767	0	0.463	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.19	0.87	14.842	0	24.854	29.532	0	0.112	0.23	0.02	4.33	4.33	25.114	20.784	0	0	"124292684247609_1846952198648307"	"disagree"	160	42	115	27	275	69	15.7454545454545	62.7536231884058	"cu"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"cu"	2	"0"
"31-cu"	31	"124292684247609_1529460447064152"	"31|124292684247609_1529460447064152|disagree"	9	"disagree"	2.1	0	"124292684247609_1529460447064152|disagree"	31	9	"124292684247609_1529460447064152"	"disagree"	60	0.235	0.226	0.28	4	5	4	0	1	1	1	0	0.402	0.379	1.56	0	0.28	0.213	1.075	0	1.608	1.894	6.242	0	0.28	0.213	1.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366	0.207	3.701	0	12.419	6.711	10.071	0	0.111	0.235	0	1.075	1.075	11.312	10.237	0	0	"124292684247609_1529460447064152"	"disagree"	37	7	38	6	75	13	14.3333333333333	82.6923076923077	"cu"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"cu"	2	"0"
"31-cu"	31	"124292684247609_1635135699829959"	"31|124292684247609_1635135699829959|agree"	14	"agree"	1.744	0	"124292684247609_1635135699829959|agree"	31	14	"124292684247609_1635135699829959"	"agree"	28	0.214	0.195	0.301	1	2	3	0	1	0	1	0	0.478	0.909	0.656	0	0.127	0	0.095	0	0.478	1.818	1.969	0	0.127	0	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364	0.873	0.163	0	5.285	0	7.028	0	0.06	0.141	0	0.095	0.095	4.487	4.392	0	0	"124292684247609_1635135699829959"	"agree"	51	13	23	7	74	20	1.28378378378378	4.75	"cu"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"cu"	2	"0"
"31-cu"	31	"124292684247609_1707733802570148"	"31|124292684247609_1707733802570148|agree"	4	"agree"	10	7.667	"124292684247609_1707733802570148|agree"	31	4	"124292684247609_1707733802570148"	"agree"	72	0.261	0.259	0.266	3	5	4	0	1	0	1	0	0.246	0.538	1.216	0	0.192	0	5.002	0	0.738	2.692	4.862	0	0.192	0	5.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394	0.657	0.172	0	9.659	0	15.547	0	0.065	0.177	0.013	5.002	5.002	13.486	8.484	0	0	"124292684247609_1707733802570148"	"agree"	111	25	147	33	258	58	19.3875968992248	86.2413793103448	"cu"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"cu"	2	"0"
"31-ec"	31	"124292684247609_1770258722984322"	"31|124292684247609_1770258722984322|disagree"	16	"disagree"	8.456	1.811	"124292684247609_1770258722984322|disagree"	31	16	"124292684247609_1770258722984322"	"disagree"	45	0.249	0.248	0.255	1	2	2	1	1	0	2	1	0.15	1.304	1.537	0.549	0.187	0	1.025	0.298	0.15	2.608	3.074	0.549	0.187	0	2.049	0.298	0.15	2.608	3.074	0.549	0.187	0	0	0	0	0	0	0	0.342	0.167	3.371	6.648	7.804	0	10.173	12.093	0.06	0.147	0	2.347	2.347	8.915	6.568	6.568	0	"124292684247609_1770258722984322"	"disagree"	9	1	162	36	171	37	13.7251461988304	63.4324324324324	"ec"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"ec"	4	"1"
"31-ec"	31	"124292684247609_1618187394858123"	"31|124292684247609_1618187394858123|disagree"	15	"disagree"	5.722	0.011	"124292684247609_1618187394858123|disagree"	31	15	"124292684247609_1618187394858123"	"disagree"	75	0.236	0.235	0.244	0	3	5	1	1	1	1	0	0	1.984	0.956	0.26	0.187	0.888	2.735	0	0	5.951	4.78	0.26	0.187	0.888	2.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	1.897	9.191	14.374	13.054	15.286	0	0.07	0.175	0	2.735	2.735	14.801	12.066	0	0	"124292684247609_1618187394858123"	"disagree"	58	15	149	34	207	49	13.2125603864734	55.8163265306122	"ec"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"ec"	4	"1"
"31-ec"	31	"124292684247609_1658676644142531"	"31|124292684247609_1658676644142531|agree"	10	"agree"	5.611	1.333	"124292684247609_1658676644142531|agree"	31	10	"124292684247609_1658676644142531"	"agree"	54	0.236	0.241	0.225	0	1	1	0	0	1	1	0	0	2.971	1.285	0	0	1.459	2.976	0	0	2.971	1.285	0	0	1.459	2.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	3.531	0	0	7.498	12.025	0	0.065	0.159	0.001	2.976	2.976	8.691	5.715	0	0	"124292684247609_1658676644142531"	"agree"	69	14	126	28	195	42	15.2615384615385	70.8571428571429	"ec"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"ec"	4	"1"
"31-ec"	31	"124292684247609_1646987058644823"	"31|124292684247609_1646987058644823|agree"	8	"agree"	5.733	0	"124292684247609_1646987058644823|agree"	31	8	"124292684247609_1646987058644823"	"agree"	87	0.24	0.241	0.239	1	4	4	0	1	1	2	1	0.257	1.132	1.389	0	0.411	0.664	2.476	0.247	0.257	4.528	5.555	0	0.411	0.664	4.953	0.247	0	3.514	2.93	0	0.411	0.664	0.257	1.014	2.625	0	0	0	23.059	0.356	0.156	0	7.277	8.202	13.011	18.243	0.07	0.174	0.01	5.2	5.2	16.615	11.415	7.519	3.896	"124292684247609_1646987058644823"	"agree"	137	28	154	32	291	60	17.8694158075601	86.6666666666667	"ec"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"ec"	4	"1"
"31-po"	31	"124292684247609_1806817052661822"	"31|124292684247609_1806817052661822|disagree"	2	"disagree"	10	2.344	"124292684247609_1806817052661822|disagree"	31	2	"124292684247609_1806817052661822"	"disagree"	84	0.256	0.249	0.277	2	3	3	1	0	0	1	1	0.42	1.254	1.135	1.333	0	0	4.905	0.222	0.841	3.763	3.405	1.333	0	0	4.905	0.222	0.841	3.763	3.277	1.333	0	0	0	0	0.128	0	0	0	1.017	0.802	0.177	9.362	0	0	17.041	24.324	0.076	0.195	0.011	5.127	5.127	14.469	9.342	9.214	0.128	"124292684247609_1806817052661822"	"disagree"	132	28	75	20	207	48	24.768115942029	106.8125	"po"	1	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"po"	5	"1"
"31-po"	31	"124292684247609_1707740985902763"	"31|124292684247609_1707740985902763|agree"	5	"agree"	10	3.744	"124292684247609_1707740985902763|agree"	31	5	"124292684247609_1707740985902763"	"agree"	154	0.269	0.271	0.258	0	4	5	0	0	1	1	0	0	2.999	1.397	0	0	0.282	14.127	0	0	11.998	6.987	0	0	0.282	14.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724	0.139	0	0	20.434	24.233	0	0.069	0.183	0.006	14.127	14.127	33.394	19.267	0	0	"124292684247609_1707740985902763"	"agree"	302	62	138	26	440	88	32.1068181818182	160.534090909091	"po"	1	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"po"	5	"1"
"31-po"	31	"124292684247609_1521205261223004"	"31|124292684247609_1521205261223004|disagree"	17	"disagree"	10	6.167	"124292684247609_1521205261223004|disagree"	31	17	"124292684247609_1521205261223004"	"disagree"	98	0.265	0.253	0.302	0	3	6	2	1	1	1	0	0	2.558	0.512	0.259	0.183	0.954	6.047	0	0	7.674	3.07	0.518	0.183	0.954	6.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0.166	5.18	6.39	7.32	15.658	0	0.088	0.201	0.01	6.047	6.047	18.446	12.399	0	0	"124292684247609_1521205261223004"	"disagree"	202	37	238	48	440	85	13.7431818181818	71.1411764705882	"po"	1	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"po"	5	"1"
"31-po"	31	"124292684247609_1587741834569346"	"31|124292684247609_1587741834569346|agree"	7	"agree"	10	8.944	"124292684247609_1587741834569346|agree"	31	7	"124292684247609_1587741834569346"	"agree"	125	0.251	0.25	0.257	1	6	7	1	2	1	1	1	0.172	1.95	0.826	0.41	0.664	0.876	4.573	3.67	0.172	11.698	5.781	0.41	1.329	0.876	4.573	3.67	0.172	10.447	5.581	0.41	1.329	0.876	0	1.251	0.2	0	0	0	0.324	0.171	4.131	22.265	15.45	16.713	25.178	30.353	0.069	0.17	0	8.243	8.243	28.509	20.266	18.815	1.451	"124292684247609_1587741834569346"	"agree"	71	15	228	49	299	64	27.5685618729097	128.796875	"po"	1	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"po"	5	"1"
"31-so"	31	"124292684247609_1877491672261026"	"31|124292684247609_1877491672261026|disagree"	6	"disagree"	8.867	4.422	"124292684247609_1877491672261026|disagree"	31	6	"124292684247609_1877491672261026"	"disagree"	110	0.247	0.24	0.266	1	1	2	1	1	1	1	1	0.242	3.011	2.425	0.178	0.183	0.37	8.575	2.307	0.242	3.011	4.85	0.178	0.183	0.37	8.575	2.307	0.242	3.011	4.85	0.178	0.183	0.37	0	0	0	0	0	0	0.165	2.633	0.433	9.652	10.042	11.408	15.998	28.14	0.079	0.183	0	10.882	10.882	19.716	8.834	8.834	0	"124292684247609_1877491672261026"	"disagree"	158	35	183	39	341	74	31.9120234604106	147.054054054054	"so"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"so"	5	"0"
"31-so"	31	"124292684247609_1847938621882998"	"31|124292684247609_1847938621882998|agree"	11	"agree"	8.589	10	"124292684247609_1847938621882998|agree"	31	11	"124292684247609_1847938621882998"	"agree"	99	0.25	0.25	0.247	2	5	3	0	0	1	1	0	0.3	2.368	0.984	0	0	2.859	4.234	0	0.601	11.839	2.951	0	0	2.859	4.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335	0.192	10.363	0	0	16.789	20.915	0	0.076	0.177	0.008	4.234	4.234	22.484	18.25	0	0	"124292684247609_1847938621882998"	"agree"	47	10	75	18	122	28	34.7049180327869	151.214285714286	"so"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"so"	5	"0"
"31-so"	31	"124292684247609_1616749178335278"	"31|124292684247609_1616749178335278|disagree"	21	"disagree"	6.511	0.022	"124292684247609_1616749178335278|disagree"	31	21	"124292684247609_1616749178335278"	"disagree"	67	0.256	0.261	0.216	1	2	4	0	1	1	2	2	0.153	0.421	0.822	0	0.372	0.585	2.696	2.389	0.153	0.843	3.288	0	0.372	0.585	5.392	4.777	0.153	0.843	2.545	0	0.372	0.585	0	0	0.743	0	0	0	0.324	0.485	0.172	0	5.589	4.955	7.324	12.119	0.06	0.157	0.013	10.169	10.169	15.41	5.241	4.498	0.743	"124292684247609_1616749178335278"	"disagree"	60	15	219	53	279	68	36.4480286738351	149.544117647059	"so"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"so"	5	"0"
"31-so"	31	"124292684247609_1760127997330728"	"31|124292684247609_1760127997330728|agree"	13	"agree"	5.989	4.167	"124292684247609_1760127997330728|agree"	31	13	"124292684247609_1760127997330728"	"agree"	88	0.253	0.254	0.248	2	4	5	0	1	1	1	0	0.287	1.819	1.832	0	0.375	0.098	0.786	0	0.575	7.277	9.159	0	0.375	0.098	0.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831	0.701	0.218	0	17.361	18.266	21.423	0	0	0.164	0.011	0.786	0.786	18.27	17.484	0	0	"124292684247609_1760127997330728"	"agree"	90	22	32	7	122	29	6.44262295081967	27.1034482758621	"so"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"so"	5	"0"
"31-sp"	31	"124292684247609_1870482682961925"	"31|124292684247609_1870482682961925|agree"	3	"agree"	0	0	"124292684247609_1870482682961925|agree"	31	3	"124292684247609_1870482682961925"	"agree"	75	0.253	0.255	0.243	1	1	3	1	1	1	1	1	0.17	4.545	2.524	0.203	0.173	0.175	3.303	0.416	0.17	4.545	7.571	0.203	0.173	0.175	3.303	0.416	0.17	4.545	7.571	0.203	0.173	0.175	0	0	0	0	0	0	0.408	0.587	0.193	10.79	14.247	16.674	17.397	21.107	0.066	0.165	0.01	3.719	3.719	16.556	12.837	12.837	0	"124292684247609_1870482682961925"	"agree"	48	12	101	23	149	35	24.9597315436242	106.257142857143	"sp"	0	"4/23/2019 11:04:15"	1994	"Man"	3	1	2	"sp"	1	"0"
