"ID"	"VAR00"	"VAR00_1"	"VAR01"	"VAR02"	"VAR03"	"VAR03_1"	"VAR04_1"	"VAR04_2"	"VAR04_3"	"VAR04_4"	"VAR04_5"	"VAR04_6"	"VAR04_7"	"VAR04_8"	"VAR04_9"	"VAR04_10"	"VAR04_11"	"VAR04_12"	"VAR04_13"	"VAR04_14"	"VAR04_15"	"VAR04_16"	"VAR05_1"	"VAR05_2"	"VAR05_3"	"VAR05_4"	"VAR05_5"	"VAR05_6"	"VAR05_7"	"VAR06_1"	"VAR06_2"	"VAR06_3"	"VAR06_4"	"VAR06_5"	"VAR06_6"	"VAR07_1"	"VAR07_2"	"VAR07_3"	"VAR07_4"	"VAR07_5"	"VAR07_6"	"VAR07_7"	"VAR07_8"	"VAR07_9"	"VAR08_1"	"VAR08_2"	"VAR08_3"	"VAR08_4"	"VAR08_5"	"VAR08_6"	"VAR09_1"	"VAR10"	"VAR11"	"VAR12"	"VAR12_1"	"VAR13"	"VAR14"	"VAR14_1"	"VAR15"	"VAR16"	"VAR17"	"VAR18"
97	1	""	5	1	6	""	5	5	6	5	6	3	3	4	3	6	6	6	5	3	4	2	5	5	3	5	5	5	5	4	5	3	3	5	5	1	1	1	2	4	1	1	3	1	2	4	2	4	2	2	5	39	2	1	""	4	5	""	25	5	1	2
98	1	""	5	2	1	""	5	5	5	5	5	4	4	2	2	3	3	3	5	4	4	3	4	5	5	5	3	5	3	3	4	5	4	2	3	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	5	47	1	1	""	6	3	""	10	5	0	0
99	7	""	1	3	1	""	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	4	4	3	3	3	3	3	3	1	2	1	2	2	2	2	2	2	4	4	2	2	1	1	5	55	2	7	""	5	5	""	6	0	1	0
100	7	""	2	2	1	""	5	5	5	5	3	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	5	1	1	1	1	1	1	1	2	2	4	4	2	2	2	2	5	67	1	7	""	5	5	""	0	0	10	10
101	1	""	5	2	7	"Konsert"	5	5	5	5	5	5	3	2	4	3	3	6	3	1	2	4	5	5	5	5	5	5	5	4	5	4	5	5	1	1	1	1	1	1	1	1	1	1	2	5	5	5	1	2	5	55	2	1	""	6	3	""	4	0	2	0
102	11	"Ulricehamn"	5	2	7	"Konsert"	5	5	5	5	5	5	4	2	4	5	3	6	2	1	2	4	5	5	5	5	5	5	5	4	5	3	4	5	1	1	1	1	1	1	1	1	1	1	4	5	5	5	1	2	5	60	2	1	""	6	3	""	4	0	1	0
103	7	""	1	2	3	""	4	6	6	4	6	5	5	5	6	4	4	6	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	5	4	3	2	2	3	2	3	3	3	3	2	2	2	2	2	2	4	30	1	10	""	4	4	""	1	2	1	0
104	11	"Road trip 3 weeks"	2	3	3	""	1	2	2	2	6	2	2	2	2	3	2	6	6	2	2	6	2	2	2	2	2	2	2	2	2	1	2	3	1	4	4	4	2	2	1	2	2	2	4	4	2	4	2	2	1	29	2	10	""	4	5	""	3	0	3	0
105	1	""	5	1	4	""	5	4	4	5	2	5	5	1	4	4	4	6	5	5	4	1	4	4	5	5	5	5	5	2	2	5	5	4	5	1	1	1	1	4	1	4	1	1	4	4	4	4	1	1	4	67	2	1	""	6	6	""	7	20	1	0
106	1	""	3	1	2	""	4	5	3	5	3	3	3	5	3	5	3	6	5	4	4	3	5	5	5	5	5	5	5	2	5	5	4	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	5	49	2	1	""	8	5	""	3	0	0	0
107	7	""	5	1	2	""	5	4	4	5	5	5	5	5	5	3	4	4	5	4	5	5	5	5	5	5	5	5	5	4	2	4	4	4	4	1	1	1	3	2	1	2	2	2	2	5	2	2	2	2	5	23	2	1	""	5	5	""	10	10	2	8
108	7	""	5	1	2	""	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	4	4	5	1	1	2	1	1	1	2	2	2	5	5	4	4	2	2	5	24	2	1	""	8	5	""	8	0	2	0
109	1	""	5	2	6	""	4	5	5	5	4	5	3	4	2	6	6	6	5	2	4	3	5	5	5	5	5	5	4	1	4	4	4	1	4	1	1	1	1	2	1	2	2	2	1	2	1	4	1	2	5	23	2	1	""	8	5	""	30	2	2	0
110	1	""	5	20	1	""	5	4	4	2	2	2	4	2	4	6	6	4	4	4	2	2	4	5	5	5	5	5	5	4	4	2	4	4	5	1	1	1	4	2	4	4	4	4	4	4	2	2	2	2	5	25	2	1	""	5	5	""	20	5	4	0
111	7	""	1	3	7	"Scout camp"	5	4	5	3	3	5	5	5	5	3	4	3	5	4	5	5	5	5	4	4	5	5	5	5	5	4	3	1	5	2	3	3	2	4	2	3	2	4	2	4	5	5	3	2	5	23	1	12	"Belgium"	3	6	""	40	0	10	0
112	7	""	1	3	7	"Scout camp"	5	4	4	5	3	5	5	5	6	6	4	6	4	4	5	5	4	5	5	5	4	5	4	5	4	3	4	5	4	2	2	2	3	2	2	3	4	2	3	4	4	4	3	3	5	25	1	12	"Belgium"	7	5	""	20	0	3	0
113	1	""	2	7	1	""	5	5	4	5	5	3	4	4	3	3	3	4	3	3	4	5	3	4	5	5	5	4	5	4	4	2	4	4	4	2	2	4	4	4	2	3	3	3	5	5	5	5	3	2	5	35	1	8	""	4	3	""	5	3	2	1
114	7	""	4	6	1	""	5	5	5	4	6	4	4	5	3	2	4	6	5	4	4	6	5	5	5	5	5	5	5	3	3	5	3	2	4	1	1	1	2	2	1	2	2	3	4	4	2	1	1	1	4	42	1	1	""	7	5	""	4	0	1	0
115	7	""	5	1	4	""	5	5	5	5	3	4	4	1	4	1	5	3	1	1	4	1	5	5	5	5	5	5	5	5	1	4	5	5	1	1	1	1	1	1	1	2	1	1	5	5	5	5	5	2	4	72	2	1	""	5	3	""	10	0	1	0
116	1	""	5	2	4	""	5	5	4	5	5	4	4	4	4	5	5	4	5	2	2	1	5	5	5	5	5	5	5	5	5	1	5	5	1	1	1	1	1	4	1	4	2	1	1	2	2	2	1	1	5	57	2	1	""	6	3	""	40	0	3	0
117	11	"Roskilde"	3	1	7	"Bussbyte"	1	5	5	5	3	5	3	5	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	4	5	2	2	4	4	1	1	2	2	2	1	4	4	2	2	5	2	1	4	5	4	18	1	7	""	2	3	""	4	0	2	0
118	11	"Saltoloukta"	2	1	7	"Fjallvandring"	4	1	1	1	1	5	1	5	1	1	1	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	59	2	1	""	4	3	""	5	0	0	0
119	11	"Saltoluokta"	2	1	7	"Fjallvandring"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	1	4	5	2	5	4	3	4	4	4	1	1	2	5	54	1	1	""	4	3	""	15	3	1	1
120	7	""	5	2	1	""	5	5	4	4	3	4	4	6	6	6	6	4	5	5	6	2	4	4	3	5	4	3	4	5	4	5	5	4	5	3	2	2	4	4	3	4	3	2	4	4	4	2	2	2	4	50	1	1	""	4	3	""	3	34	0	0
121	7	""	5	3	1	""	5	5	5	5	6	5	4	4	4	6	6	6	5	4	5	4	5	5	5	5	5	5	5	4	4	5	4	5	5	1	1	1	1	5	4	4	4	4	5	4	4	4	4	4	2	51	2	1	""	5	3	""	6	0	0	0
123	7	""	5	1	3	""	4	4	5	5	4	4	4	2	2	2	6	2	5	3	3	3	5	4	4	5	5	5	5	4	5	5	4	4	3	2	1	1	1	2	2	2	4	2	5	4	3	3	2	4	5	48	2	1	""	7	3	""	6	220	1	0
124	7	""	1	5	1	""	5	5	5	5	6	5	5	5	5	6	5	6	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	71	1	10	""	6	6	""	6	0	2	0
125	7	""	1	5	1	""	5	4	5	5	6	5	5	4	6	6	5	6	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	2	2	2	2	5	68	2	10	""	6	6	""	6	0	2	0
126	7	""	5	1	2	""	4	5	4	2	2	4	4	4	2	2	2	4	5	4	4	4	5	5	5	4	5	5	5	5	5	4	5	5	4	1	1	2	2	5	1	2	3	1	5	5	4	4	4	4	4	19	2	1	""	7	3	""	2	0	1	0
127	1	""	5	2	4	""	5	5	5	5	5	5	5	4	5	3	3	3	4	2	3	2	5	4	5	5	5	4	5	3	3	2	4	4	4	4	2	2	3	4	4	3	4	4	4	4	4	3	3	4	5	23	2	1	""	4	3	""	15	0	1	0
128	1	""	5	1	2	""	2	2	4	2	2	4	4	6	6	6	6	6	6	4	4	4	5	5	5	5	5	5	5	1	1	2	4	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	5	25	1	1	""	5	6	""	15	0	2	0
129	1	""	5	2	4	""	6	4	4	2	1	3	6	5	6	6	6	6	3	2	3	6	5	5	2	2	4	3	4	2	3	4	1	1	1	1	2	2	3	3	1	3	3	3	2	2	2	1	1	1	5	23	2	1	""	5	3	""	15	0	4	0
131	6	""	3	3	4	""	4	4	5	5	6	5	5	5	4	4	4	5	5	4	4	3	5	5	5	5	5	5	5	4	4	4	4	4	4	2	2	2	2	3	2	2	2	2	4	4	2	2	2	4	4	26	2	1	""	3	6	""	8	15	3	0
132	6	""	1	0	4	""	3	3	4	4	3	3	3	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	2	4	2	2	2	4	5	69	1	8	""	1	5	""	4	0	7	0
133	6	""	2	0	4	""	4	4	4	5	3	4	4	4	4	3	3	3	3	4	4	2	4	4	3	4	4	4	4	5	5	5	5	5	5	4	2	2	4	4	2	4	4	4	4	4	4	4	4	4	4	59	2	8	""	1	5	""	4	0	7	0
134	6	""	1	1	2	""	4	3	4	5	3	6	6	6	6	6	3	3	5	4	6	3	5	5	5	5	5	5	5	3	3	3	3	3	3	4	2	2	4	4	2	4	2	4	3	5	3	3	3	4	5	58	2	11	""	1	6	""	5	0	6	0
135	6	""	1	0	2	""	4	3	5	5	3	4	4	5	4	5	3	4	4	5	5	3	4	4	4	4	4	4	6	2	2	2	2	2	2	2	2	4	4	4	2	3	3	3	2	2	2	2	2	2	5	62	1	10	""	2	6	""	8	0	8	0
136	6	""	5	0	1	""	3	5	4	3	3	4	4	4	3	3	5	6	5	5	3	2	3	3	3	5	4	5	3	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	58	2	1	""	2	5	""	3	0	2	0
137	6	""	2	1	3	""	3	3	3	5	4	5	5	2	2	2	4	5	5	3	3	1	5	5	5	5	5	5	5	2	2	2	2	2	2	2	5	5	2	2	2	4	5	4	2	5	2	2	2	5	1	46	2	1	""	2	5	""	20	0	5	0
138	6	""	5	1	3	""	3	3	3	5	3	4	4	1	1	3	4	5	5	2	1	1	4	5	5	5	5	3	4	2	2	2	2	2	2	3	1	1	4	5	1	3	3	3	2	5	2	2	2	5	1	54	1	1	""	2	4	""	20	10	5	0
139	6	""	2	0	2	""	5	4	4	5	3	4	4	4	3	3	3	4	4	5	5	2	4	5	5	5	5	3	4	4	5	4	4	4	4	2	2	1	4	4	2	4	3	4	4	4	2	2	2	4	5	61	1	11	""	1	4	""	2	0	5	0
140	6	""	1	2	2	""	4	2	4	3	3	4	4	4	4	3	4	3	3	4	5	2	3	3	1	1	4	5	5	2	2	2	2	2	2	4	5	5	4	4	4	3	3	4	4	5	4	2	2	4	5	25	1	10	""	6	5	""	5	0	3	0
141	6	""	1	2	1	""	5	5	5	3	3	4	4	4	3	3	4	3	3	4	5	3	5	5	1	1	4	3	4	2	2	2	2	2	2	2	5	5	5	5	2	4	3	4	4	5	4	4	2	4	5	24	2	10	""	6	3	""	4	0	3	0
142	6	""	1	1	2	""	4	4	4	4	6	6	4	5	6	6	6	6	4	4	6	6	4	4	4	4	6	6	4	4	4	4	4	4	3	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	53	1	10	""	2	6	""	2	0	3	0
143	6	""	2	1	1	""	5	5	5	5	3	5	5	5	5	3	4	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	5	18	1	10	""	6	2	""	2	0	2	0
144	6	""	1	1	2	""	4	2	5	4	3	4	4	4	3	3	5	3	3	5	5	5	4	4	5	5	5	4	5	4	4	3	3	3	4	2	2	2	4	4	2	4	3	2	2	2	4	2	2	4	4	20	2	10	""	4	5	""	2	0	1	0
145	6	""	2	1	2	""	5	4	5	5	3	5	5	5	4	3	4	3	3	5	5	5	5	5	5	5	5	5	5	4	2	2	2	2	2	2	2	2	4	2	2	4	2	2	4	4	4	2	2	4	5	47	2	10	""	6	5	""	4	0	2	0
146	6	""	5	1	4	""	4	4	5	5	4	5	5	5	4	3	2	3	3	2	4	2	5	4	5	2	5	5	5	4	4	4	4	1	3	2	2	4	2	2	2	2	2	2	4	4	3	3	2	2	5	25	1	1	""	5	6	""	20	5	3	0
147	6	""	5	1	2	""	6	4	5	5	5	5	5	5	4	3	6	6	5	1	4	3	5	4	4	4	4	4	4	3	3	5	4	3	3	2	2	2	2	2	2	2	2	1	4	4	3	3	2	1	5	25	2	1	""	2	5	""	10	0	3	2
148	6	""	5	1	2	""	2	5	4	5	3	3	4	5	4	3	3	4	5	2	1	1	4	5	4	5	4	4	4	5	3	3	4	4	5	2	2	1	4	5	1	3	4	3	4	4	4	2	2	4	5	24	2	1	""	5	5	""	5	10	3	0
151	6	""	5	7	4	""	3	5	5	5	4	4	4	4	2	4	3	4	4	3	2	2	4	4	3	4	4	4	4	5	5	4	4	4	5	3	2	2	3	4	2	3	4	4	4	5	4	4	3	4	5	25	2	1	""	4	5	""	10	0	3	0
153	6	""	5	1	2	""	6	5	4	5	5	4	4	3	4	6	2	6	6	2	4	6	5	5	6	6	5	5	5	3	2	2	2	3	3	1	1	1	2	2	2	4	1	2	2	4	2	2	2	2	5	25	1	1	""	2	6	""	2	0	1	1
154	9	""	5	20	5	""	4	4	2	5	4	6	6	6	5	6	6	5	5	6	6	6	5	5	5	4	5	5	5	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	4	2	2	2	2	5	22	1	1	""	6	2	""	2	0	1	0
156	2	""	1	2	3	""	5	5	4	5	4	5	5	4	5	4	4	5	4	4	5	4	4	4	5	5	4	4	4	4	5	5	5	5	4	1	2	2	1	2	2	3	2	2	1	1	1	1	1	1	5	18	2	10	""	4	1	""	20	50	4	4
157	2	""	1	3	3	""	4	4	4	4	6	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	4	5	5	5	5	5	5	4	1	1	1	1	1	4	1	1	2	2	2	2	2	2	5	53	1	10	""	4	6	""	20	50	4	4
158	11	"Angelholm"	5	2	2	""	4	4	4	4	3	4	5	5	3	3	3	3	3	4	4	3	5	5	5	5	5	5	5	3	3	3	3	3	4	1	3	1	2	2	2	2	2	3	3	4	4	4	4	4	5	48	2	1	""	5	5	""	10	0	1	0
159	2	""	2	1	2	""	4	4	4	3	3	4	4	4	3	3	3	3	3	4	4	3	4	4	4	3	3	3	3	4	4	4	4	3	4	3	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	21	2	1	""	4	3	""	3	0	4	0
160	1	""	3	16	1	""	5	5	4	5	3	5	5	5	3	5	4	5	5	3	5	3	5	5	3	5	5	5	5	3	4	3	4	3	3	2	2	2	2	2	2	3	3	2	4	2	2	2	2	2	5	80	1	10	""	7	6	""	6	0	2	0
161	2	""	1	5	1	""	5	5	6	5	6	5	5	5	6	6	6	6	6	4	4	6	4	4	4	4	4	4	4	4	4	3	4	4	3	4	2	2	3	2	2	2	2	2	2	2	2	2	2	2	5	43	2	10	""	7	6	""	3	0	1	0
162	2	""	2	1	2	""	5	6	6	5	6	5	5	5	6	6	6	6	6	4	5	3	5	5	5	5	5	3	5	4	4	2	2	2	4	1	2	1	1	4	2	4	2	2	4	4	2	2	2	4	4	60	2	2	""	8	3	""	5	0	2	0
163	2	""	2	1	2	""	5	5	5	3	6	4	5	5	6	6	6	6	6	4	5	4	5	5	5	5	5	5	5	4	4	3	4	3	4	2	2	2	2	2	2	2	2	2	4	4	2	2	2	4	4	63	1	2	""	8	3	""	5	30	2	3
164	2	""	2	1	2	""	4	4	4	6	6	5	5	4	6	6	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	2	2	2	2	2	2	2	2	2	4	4	2	2	2	4	4	55	2	2	""	8	2	""	5	0	2	0
165	2	""	4	1	2	""	2	2	2	6	6	6	6	6	6	6	4	6	4	4	4	4	4	4	4	2	4	4	4	2	2	4	2	2	2	2	2	4	3	4	5	2	4	2	4	4	4	2	2	4	4	41	2	2	""	6	5	""	2	2	2	3
166	2	""	5	1	2	""	5	5	5	5	3	5	5	5	3	3	3	3	3	3	3	4	5	5	5	5	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	5	64	2	1	""	7	3	""	4	0	6	0
167	2	""	5	1	2	""	5	5	5	5	6	5	5	5	6	3	3	3	3	3	3	4	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	5	65	1	1	""	7	3	""	5	0	6	0
168	6	""	5	3	4	""	3	5	5	5	5	5	5	5	3	6	6	6	6	2	4	3	5	5	2	4	5	3	3	4	2	4	3	3	4	2	4	2	1	4	1	2	5	4	2	4	4	2	2	2	5	27	2	1	""	4	5	""	8	3	2	1
169	9	""	5	90	5	""	5	5	5	5	6	5	5	4	4	2	6	2	5	5	5	5	5	5	5	5	5	5	5	2	2	2	5	2	4	4	1	1	2	1	2	2	2	1	5	5	5	4	4	5	5	84	2	1	""	2	6	""	5	0	0	0
170	2	""	2	0	2	""	5	5	3	3	3	3	3	3	3	4	4	3	3	4	5	3	5	5	3	3	4	4	3	3	4	3	3	3	3	3	3	4	4	3	3	3	3	3	4	3	3	3	3	3	5	20	1	1	""	4	3	""	2	2	1	1
171	9	""	5	1	2	""	5	5	5	5	4	5	5	5	5	2	3	5	5	5	5	5	5	4	5	5	5	5	5	4	4	3	5	4	4	2	1	1	1	1	1	1	1	1	4	4	4	2	2	2	4	22	1	1	""	8	3	""	3	0	5	0
173	9	""	5	1	6	""	5	4	5	5	5	5	5	5	5	4	2	5	6	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	1	1	1	2	2	1	1	1	1	4	4	4	2	2	1	5	56	1	1	""	8	6	""	5	0	3	0
174	5	""	1	0	2	""	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	2	2	2	2	2	2	1	1	1	1	4	1	1	2	2	2	2	2	2	1	2	5	49	2	1	""	5	5	""	2	2	2	0
175	5	""	1	1	3	""	6	5	5	6	6	5	5	5	6	6	6	6	6	4	4	6	5	5	5	6	5	5	5	4	4	4	4	5	5	4	3	1	1	1	1	1	1	1	2	2	2	2	2	2	5	53	1	1	""	5	3	""	15	0	10	0
176	5	""	5	15	1	""	4	2	2	5	2	4	4	4	3	4	1	5	5	3	2	2	4	3	6	6	5	4	5	2	2	4	1	2	4	1	1	1	4	2	1	4	4	2	1	5	5	5	4	4	5	70	1	1	""	7	4	""	25	0	0	0
177	5	""	5	10	1	""	5	2	2	5	2	5	5	5	5	5	6	5	5	4	2	2	5	5	6	6	5	4	5	5	3	4	1	1	4	1	1	1	4	2	2	5	4	1	1	5	5	5	4	4	5	68	2	1	""	7	2	""	25	0	0	0
178	5	""	1	3	7	"Konsert"	4	2	4	4	6	4	5	4	6	6	6	6	2	5	4	6	5	5	5	5	4	5	5	1	1	1	4	2	4	1	1	1	1	1	1	4	1	1	1	4	1	2	1	1	5	47	2	7	""	5	3	""	10	0	12	0
179	5	""	1	3	1	""	2	6	4	2	5	2	5	4	1	6	6	6	2	5	4	3	5	4	5	5	5	5	5	1	2	1	1	2	4	1	1	1	1	1	1	1	4	1	2	4	1	1	1	4	5	48	1	7	""	5	5	""	10	0	12	0
180	5	""	5	1	1	""	4	4	5	5	5	5	5	5	3	5	3	5	5	5	5	4	5	5	5	4	4	5	5	5	5	5	5	5	2	1	1	1	2	4	5	4	2	2	2	4	4	4	2	4	4	77	2	1	""	6	3	""	5	0	2	0
181	5	""	5	1	2	""	4	4	4	5	6	5	5	4	6	5	6	4	5	4	5	2	5	5	5	6	4	5	4	5	5	5	5	5	4	1	1	1	2	4	4	4	2	2	2	4	4	4	2	2	2	78	1	1	""	6	3	""	5	0	2	0
182	5	""	5	1	1	""	6	4	2	4	2	4	2	2	2	1	6	2	4	2	2	1	5	5	5	5	5	5	5	4	5	3	4	5	4	1	1	1	1	1	1	1	1	1	1	2	4	2	1	2	5	23	1	1	""	7	3	""	8	1	1	0
183	5	""	5	1	1	""	2	2	4	4	4	2	4	5	1	1	3	2	4	2	2	2	5	5	4	5	5	5	5	5	5	4	5	5	2	1	1	1	1	1	1	1	4	1	4	4	4	5	4	1	5	20	2	1	""	7	3	""	5	3	1	0
184	5	""	5	12	4	""	4	4	5	5	6	5	5	4	5	5	6	3	2	5	5	6	5	5	3	5	5	6	5	4	4	5	2	5	5	1	1	1	2	4	4	4	1	4	4	5	4	2	1	1	5	64	2	10	""	8	3	""	0	0	2	0
185	5	""	5	12	4	""	5	4	5	5	3	5	5	4	5	5	6	3	1	5	5	6	5	5	4	5	5	5	5	4	4	5	1	4	4	1	1	1	1	2	3	4	1	2	5	1	1	1	1	1	5	70	1	10	""	8	4	""	0	0	2	0
186	5	""	2	3	6	""	4	1	4	4	2	4	4	4	3	3	3	3	4	4	5	4	5	5	5	5	5	5	5	4	4	2	4	4	5	1	1	1	1	1	1	1	1	1	1	4	2	4	2	2	5	25	2	1	""	4	5	""	15	2	3	0
187	5	""	2	3	6	""	2	1	5	4	4	5	4	5	6	6	6	6	4	5	5	5	5	5	5	5	5	5	5	4	3	2	1	1	4	1	1	1	2	4	1	2	4	4	1	4	1	4	1	2	5	23	2	1	""	8	3	""	24	4	2	0
188	5	""	5	1	2	""	5	5	5	5	6	5	5	4	3	5	6	6	4	4	4	3	5	4	3	6	5	5	5	4	4	3	4	2	2	1	1	1	1	2	1	2	2	2	4	4	4	4	1	2	5	67	1	1	""	8	3	""	35	0	1	0
189	5	""	5	1	2	""	5	5	5	5	6	5	5	4	3	5	3	6	5	5	4	3	5	5	6	6	5	5	5	4	4	4	5	4	2	1	1	1	2	2	1	2	2	2	4	4	4	4	1	2	5	65	2	1	""	8	5	""	35	0	2	0
190	5	""	5	1	2	""	4	4	2	5	6	5	5	5	6	4	6	1	5	5	6	2	5	5	5	5	5	5	5	1	5	5	5	5	5	4	1	1	1	4	1	2	1	1	1	5	1	1	1	1	5	72	2	1	""	8	6	""	24	0	1	0
191	5	""	5	2	1	""	4	2	2	4	3	4	5	4	4	5	5	4	5	5	2	2	5	5	6	6	5	4	4	5	5	5	5	5	4	4	1	1	2	4	4	5	4	5	2	4	4	4	2	4	5	79	2	1	""	8	5	""	4	0	2	0
192	5	""	5	1	2	""	5	5	5	5	6	4	5	5	2	5	1	5	5	4	1	1	4	5	5	5	5	5	5	5	2	1	5	5	5	1	1	4	1	5	1	1	1	1	5	5	5	5	1	1	5	71	2	1	""	7	3	""	24	0	2	0
193	5	""	5	1	1	""	4	5	5	5	6	5	5	5	3	3	6	6	5	5	4	3	5	5	5	5	5	5	5	4	5	5	3	5	2	1	1	1	1	2	2	2	1	4	4	4	2	2	1	2	5	60	2	1	""	6	5	""	10	5	1	0
194	5	""	5	2	6	""	4	4	1	2	4	4	5	5	4	2	6	5	5	4	2	2	5	5	1	2	5	5	5	1	4	1	4	1	1	1	2	2	1	2	1	5	5	4	1	1	1	1	1	1	5	57	2	1	""	8	6	""	10	0	4	0
195	5	""	5	1	2	""	4	5	5	5	6	5	5	4	4	5	5	5	5	5	5	2	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	2	4	4	4	4	1	2	2	1	4	1	4	73	2	1	""	8	6	""	50	0	1	0
196	5	""	2	1	4	""	6	4	4	2	6	5	5	5	6	6	6	6	6	5	5	5	5	5	5	5	5	4	5	4	4	5	5	2	2	1	2	4	2	2	4	2	1	1	2	4	1	1	1	4	5	28	2	1	""	6	6	""	12	0	1	0
197	5	""	5	7	4	""	3	4	2	4	3	5	5	5	6	5	3	4	5	5	1	3	5	5	5	5	5	5	5	5	5	4	5	5	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	5	45	2	1	""	3	6	""	4	0	1	0
198	5	""	5	1	2	""	4	5	2	5	2	4	4	5	5	4	3	1	5	5	2	4	4	6	6	5	5	4	4	4	1	4	2	2	1	2	4	2	4	2	5	5	5	5	1	1	1	1	1	1	5	62	2	1	""	8	4	""	12	0	1	0
199	5	""	3	1	1	""	4	2	1	5	2	4	2	5	5	4	3	1	5	5	2	2	4	6	6	5	5	4	4	2	1	4	2	4	2	2	4	2	2	2	4	5	5	4	2	1	1	1	1	1	5	68	1	1	""	7	3	""	12	0	1	0
200	5	""	5	7	4	""	5	1	4	2	2	5	5	5	6	6	6	3	5	5	5	5	5	5	5	5	5	5	5	1	1	1	2	1	1	1	1	1	1	1	4	4	2	1	5	5	4	5	2	4	4	20	2	1	""	8	3	""	100	0	2	0
201	5	""	5	5	1	""	5	1	5	4	3	5	5	5	3	6	6	6	5	5	5	5	5	3	6	5	5	5	5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	5	4	2	2	1	4	25	1	1	""	8	3	""	0	105	1	0
202	5	""	5	2	4	""	6	2	4	5	6	2	5	5	6	6	6	2	4	6	2	2	5	5	5	5	4	4	4	1	4	4	5	5	5	4	4	5	4	4	2	2	2	2	1	2	2	2	1	1	4	61	2	1	""	5	4	""	50	0	2	0
203	5	""	5	2	4	""	5	1	4	4	2	2	5	5	3	2	6	2	4	2	2	2	5	5	5	5	4	4	4	1	4	4	5	5	5	4	4	4	4	4	1	2	2	2	1	2	2	2	1	1	2	62	1	1	""	5	3	""	60	40	2	1
204	5	""	2	1	2	""	4	2	5	2	4	4	5	4	6	6	6	6	5	5	5	6	5	5	6	6	5	5	5	1	4	1	4	4	5	1	1	1	1	2	2	4	1	3	4	5	1	1	1	2	5	64	1	7	""	5	5	""	12	0	15	0
205	5	""	4	5	6	""	2	5	2	5	5	6	6	4	6	5	5	6	6	2	6	6	5	4	2	2	2	1	6	1	1	4	5	4	1	2	4	2	1	1	1	1	2	1	1	1	1	1	1	1	2	35	1	1	""	4	3	""	3	4	1	0
206	5	""	4	1	7	"Konsert"	5	4	4	5	6	5	5	5	6	6	6	3	3	4	5	6	5	5	5	5	5	5	6	1	1	4	5	4	4	1	1	1	1	4	1	1	2	1	5	2	1	1	1	1	5	67	2	1	""	6	2	""	10	0	3	0
207	5	""	4	1	2	""	5	3	5	5	6	4	5	5	6	6	6	6	6	5	5	3	5	5	5	3	5	5	5	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	62	1	1	""	6	2	""	50	0	3	0
208	5	""	5	1	2	""	4	2	2	5	2	5	5	5	4	4	6	2	5	5	5	4	5	5	6	6	2	2	5	1	1	1	1	1	2	1	1	1	1	4	4	4	3	1	1	1	4	2	4	2	4	70	2	1	""	7	3	""	6	0	1	0
